DATETIME,LOAD,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR,hour,is_peak,forecast,forecast_adj,penalty,penalty_adj,deviation
2021-05-08 05:30:00,1207.933736,36.06526239,85.17,0,29.05,2.05,5,0,1201.23,1201.23,26.81494399999974,26.81494399999974,6.703735999999935
2021-05-08 05:45:00,1196.004732,36.09011677,85.01,0,29.07,2.07,5,0,1196.94129868,1196.94129868,1.8731333599998836,1.8731333599998836,0.9365666799999417
2021-05-08 06:00:00,1175.935156,36.23057798,85.07,0,29.11,2.11,6,0,1183.1531294400002,1183.1531294400002,14.4359468800003,14.4359468800003,7.217973440000151
2021-05-08 06:15:00,1151.211528,36.14070498,85.09,0,29.08,2.08,6,0,1166.6115381999998,1166.6115381999998,30.80002039999954,30.80002039999954,15.40001019999977
2021-05-08 06:30:00,1128.83384,36.1025941,85.46,0,29.04,2.04,6,0,1131.94633712,1131.94633712,6.224994239999887,6.224994239999887,3.1124971199999436
2021-05-08 06:45:00,1117.998868,36.08428549,85.65,0,29.02,2.02,6,0,1116.85173004,1116.85173004,4.588551839999127,4.588551839999127,1.1471379600000091
2021-05-08 07:00:00,1106.990168,36.23179996,86.27,0,29.02,2.02,7,0,1130.3841863200005,1130.3841863200005,46.78803664000043,46.78803664000043,23.39401832000044
2021-05-08 07:15:00,1108.350112,36.28994469,86.11,0,29.05,2.05,7,0,1118.3140308400004,1118.3140308400004,19.92783768000072,19.92783768000072,9.96391884000036
2021-05-08 07:30:00,1112.32788,36.67558548,85.97,0,29.18,2.18,7,0,1120.02432676,1120.02432676,15.392893520000143,15.392893520000143,7.696446759999844
2021-05-08 07:45:00,1120.21866,37.80269252,84.55,0,29.64,2.64,7,0,1125.3966106000005,1125.3966106000005,10.355901200000972,10.355901200000972,5.177950600000486
2021-05-08 08:00:00,1128.422452,38.12408493,82.92,0,29.88,2.88,8,0,1147.3383361600008,1147.3383361600008,37.83176832000163,37.83176832000163,18.915884160000815
2021-05-08 08:15:00,1142.85532,40.15545036,81.01,0,30.68,3.68,8,0,1157.2775444400004,1157.2775444400004,28.844448880000986,28.844448880000986,14.422224440000491
2021-05-08 08:30:00,1161.31512,40.46210751,78.82,0,31.0,4.0,8,0,1176.72998392,1176.72998392,30.829727840000032,30.829727840000032,15.414863920000016
2021-05-08 08:45:00,1177.730492,40.49968556,78.46,0,31.05,4.05,8,0,1195.26691312,1195.26691312,35.07284224000023,35.07284224000023,17.536421120000114
2021-05-08 09:00:00,1192.09136,41.41022387,77.71,0,31.41,4.41,9,0,1210.67917076,1210.67917076,37.17562152000028,37.17562152000028,18.58781076000014
